,Name,Num Entries,Year,Time,Record Identifier,Status of System,Latitude,Longitude,Maximum Sustained Wind,Minimum Pressure,34-knot Wind Radii NE,34-knot Wind Radii SE,34-knot Wind Radii SW,34-knot Wind Radii NW,50-knot Wind Radii NE,50-knot Wind Radii SE,50-knot Wind Radii SW,50-knot Wind Radii NW,64-knot Wind Radii NE,64-knot Wind Radii SE,64-knot Wind Radii SW,64-knot Wind Radii NW,Speed mph
139,FIONA,61,9/20/2022,1200,  , HU,21.5,71.2,100.0,961.0,130.0,130.0,80.0,120.0,70.0,60.0,40.0,60.0,30.0,25.0,20.0,25.0,9.685844426627638
140,FIONA,61,9/20/2022,1800,  , HU,22.3,71.7,100.0,959.0,130.0,130.0,80.0,120.0,70.0,60.0,40.0,60.0,30.0,25.0,20.0,25.0,10.649451595175252
141,FIONA,61,9/21/2022, 0000,  , HU,22.9,71.8,110.0,951.0,140.0,130.0,80.0,120.0,70.0,60.0,40.0,60.0,40.0,30.0,20.0,30.0,6.99072162533518
142,FIONA,61,9/21/2022, 0600,  , HU,23.5,71.8,120.0,939.0,140.0,130.0,80.0,120.0,70.0,60.0,40.0,60.0,40.0,30.0,20.0,30.0,6.909409442795162
143,FIONA,61,9/21/2022,1200,  , HU,24.2,71.7,115.0,937.0,140.0,170.0,80.0,120.0,70.0,90.0,40.0,60.0,40.0,40.0,20.0,30.0,8.129491871945289
144,FIONA,61,9/21/2022,1800,  , HU,25.1,71.6,115.0,937.0,140.0,170.0,80.0,120.0,70.0,90.0,40.0,60.0,40.0,40.0,20.0,30.0,10.416825679072906
145,FIONA,61,9/22/2022, 0000,  , HU,26.0,71.4,115.0,934.0,150.0,180.0,110.0,130.0,100.0,100.0,80.0,90.0,55.0,60.0,45.0,45.0,10.570356011670917
146,FIONA,61,9/22/2022, 0600,  , HU,26.9,71.1,115.0,934.0,150.0,180.0,130.0,150.0,100.0,100.0,80.0,100.0,55.0,60.0,45.0,45.0,10.815805411648155
147,FIONA,61,9/22/2022,1200,  , HU,28.0,70.6,115.0,936.0,150.0,180.0,130.0,150.0,100.0,100.0,80.0,100.0,55.0,60.0,45.0,45.0,13.658902544071836
148,FIONA,61,9/22/2022,1800,  , HU,29.5,70.0,115.0,936.0,180.0,240.0,130.0,150.0,110.0,110.0,80.0,100.0,60.0,60.0,45.0,50.0,18.304803915275144
149,FIONA,61,9/23/2022, 0000,  , HU,30.9,69.0,115.0,931.0,220.0,240.0,150.0,160.0,120.0,120.0,100.0,100.0,80.0,100.0,60.0,50.0,18.946329192827736
150,FIONA,61,9/23/2022, 0600,  , HU,32.5,67.5,115.0,936.0,250.0,300.0,150.0,160.0,120.0,120.0,100.0,100.0,80.0,100.0,60.0,50.0,23.56772763930391
151,FIONA,61,9/23/2022,1200,  , HU,34.3,65.0,115.0,935.0,250.0,300.0,150.0,160.0,120.0,120.0,100.0,100.0,80.0,100.0,60.0,50.0,31.73617059717169
152,FIONA,61,9/23/2022,1800,  , HU,37.8,61.7,110.0,940.0,250.0,300.0,180.0,200.0,120.0,120.0,100.0,120.0,80.0,100.0,60.0,80.0,50.67180525678459
153,FIONA,61,9/24/2022, 0000,  , EX,42.3,60.7,100.0,932.0,250.0,300.0,200.0,200.0,150.0,180.0,140.0,170.0,100.0,160.0,120.0,80.0,52.56378402604605
154,FIONA,61,9/24/2022, 0600,  , EX,45.0,61.2,85.0,931.0,275.0,350.0,350.0,275.0,180.0,220.0,200.0,170.0,100.0,150.0,120.0,80.0,31.370032639383947
155,FIONA,61,9/24/2022,1200,  , EX,46.8,61.2,75.0,938.0,270.0,350.0,350.0,240.0,150.0,180.0,180.0,150.0,100.0,100.0,0.0,0.0,20.728228328385413
156,FIONA,61,9/24/2022,1800,  , EX,47.9,60.8,65.0,952.0,270.0,360.0,480.0,210.0,120.0,150.0,150.0,120.0,90.0,90.0,0.0,0.0,13.04597487811921
157,FIONA,61,9/25/2022, 0000,  , EX,48.8,59.8,60.0,968.0,200.0,450.0,480.0,210.0,90.0,120.0,120.0,90.0,0.0,0.0,0.0,0.0,12.883238070062356
158,FIONA,61,9/25/2022, 0600,  , EX,50.6,58.6,50.0,972.0,120.0,200.0,160.0,160.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,22.572312841365545
159,FIONA,61,9/25/2022,1200,  , EX,53.1,57.5,45.0,981.0,120.0,200.0,160.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.83267425039655
160,FIONA,61,9/25/2022,1800,  , EX,55.5,58.0,40.0,984.0,120.0,200.0,160.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.840921548771792
161,FIONA,61,9/26/2022, 0000,  , EX,57.5,59.0,35.0,985.0,120.0,200.0,160.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.89160348076984
162,FIONA,61,9/26/2022, 0600,  , EX,58.5,59.0,35.0,985.0,120.0,200.0,160.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.515682404658603
163,FIONA,61,9/26/2022,1200,  , EX,59.5,59.0,35.0,986.0,120.0,200.0,160.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.515682404658603
164,FIONA,61,9/26/2022,1800,  , EX,60.5,58.5,35.0,988.0,120.0,200.0,160.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.870003439094148
165,FIONA,61,9/27/2022, 0000,  , EX,61.5,58.0,35.0,994.0,120.0,200.0,160.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.849093018507348
166,FIONA,61,9/27/2022, 0600,  , EX,62.5,57.0,35.0,998.0,120.0,200.0,160.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.721229096584532
167,FIONA,61,9/27/2022,1200,  , EX,63.3,55.0,35.0,1000.0,120.0,200.0,160.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.961309968000748
168,FIONA,61,9/27/2022,1800,  , EX,64.0,52.0,25.0,1002.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.32119124565292
169,GASTON,34,9/19/2022,1200,  , LO,28.7,46.3,25.0,1014.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
170,GASTON,34,9/19/2022,1800,  , LO,29.6,45.8,25.0,1014.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.519574562714807
171,GASTON,34,9/20/2022, 0000,  , LO,30.4,45.8,25.0,1014.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.21254592372681
172,GASTON,34,9/20/2022, 0600,  , LO,31.3,45.9,25.0,1013.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.411158526310372
173,GASTON,34,9/20/2022,1200,  , TD,32.5,45.8,30.0,1013.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.853356164317121
174,GASTON,34,9/20/2022,1800,  , TS,34.0,45.0,35.0,1009.0,60.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.913571406818058
175,GASTON,34,9/21/2022, 0000,  , TS,35.5,44.1,45.0,1004.0,60.0,60.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.2582496963724
176,GASTON,34,9/21/2022, 0600,  , TS,36.9,43.1,55.0,999.0,60.0,60.0,60.0,50.0,0.0,30.0,30.0,30.0,0.0,0.0,0.0,0.0,18.60805544475635
177,GASTON,34,9/21/2022,1200,  , TS,37.9,42.0,55.0,998.0,60.0,60.0,60.0,50.0,0.0,30.0,30.0,30.0,0.0,0.0,0.0,0.0,15.29273267338178
178,GASTON,34,9/21/2022,1800,  , TS,38.6,40.7,55.0,998.0,40.0,50.0,50.0,50.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,14.254382493708578
179,GASTON,34,9/22/2022, 0000,  , TS,39.4,38.6,55.0,998.0,40.0,50.0,50.0,50.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,20.929412322687025
180,GASTON,34,9/22/2022, 0600,  , TS,40.1,36.5,55.0,998.0,60.0,70.0,70.0,70.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,20.264362939552836
181,GASTON,34,9/22/2022,1200,  , TS,40.7,34.8,55.0,996.0,90.0,100.0,100.0,90.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,16.431260974349946
182,GASTON,34,9/22/2022,1800,  , TS,41.0,33.1,55.0,994.0,90.0,100.0,100.0,90.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,15.205631464639197
183,GASTON,34,9/23/2022, 0000,  , TS,41.1,31.5,55.0,995.0,90.0,100.0,100.0,90.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,13.942476650620657
184,GASTON,34,9/23/2022, 0600,  , TS,40.9,30.1,55.0,995.0,90.0,100.0,100.0,90.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,12.38330557261955
185,GASTON,34,9/23/2022,1200,  , TS,40.5,29.2,55.0,995.0,90.0,100.0,100.0,150.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.107963210734814
186,GASTON,34,9/23/2022,1800,  , TS,39.8,28.8,50.0,997.0,90.0,100.0,100.0,150.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,8.796318265101947
187,GASTON,34,9/24/2022, 0000,  , TS,39.1,29.2,45.0,999.0,90.0,100.0,100.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.810799070957705
188,GASTON,34,9/24/2022, 0600,  , TS,38.7,29.7,45.0,1000.0,90.0,100.0,100.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4262605515525095
189,GASTON,34,9/24/2022,1200,  , TS,38.2,30.4,40.0,1001.0,90.0,90.0,100.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.54431515905766
190,GASTON,34,9/24/2022,1800,  , TS,38.0,31.4,45.0,998.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.350131044419628
191,GASTON,34,9/25/2022, 0000,  , TS,38.4,32.7,45.0,998.0,100.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.634051647188258
192,GASTON,34,9/25/2022, 0600,  , TS,38.9,34.1,45.0,999.0,100.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.84472377446675
193,GASTON,34,9/25/2022,1200,  , TS,39.4,35.7,45.0,999.0,100.0,0.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.40477528009662
194,GASTON,34,9/25/2022,1800,  , TS,39.2,37.0,40.0,1000.0,90.0,0.0,50.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.811295547625635
195,GASTON,34,9/26/2022, 0000,  , LO,38.8,37.7,35.0,1007.0,60.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.77571535860672
196,GASTON,34,9/26/2022, 0600,  , LO,38.5,38.5,35.0,1010.0,60.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.981171377459802
197,GASTON,34,9/26/2022,1200,  , LO,38.4,39.4,30.0,1011.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.197916074544006
198,GASTON,34,9/26/2022,1800,  , LO,38.2,40.4,30.0,1012.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.326040295412325
199,GASTON,34,9/27/2022, 0000,  , LO,38.0,41.5,30.0,1012.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.230838507803373
200,GASTON,34,9/27/2022, 0600,  , LO,37.6,42.8,30.0,1013.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.693990775331434
201,GASTON,34,9/27/2022,1200,  , LO,37.2,44.2,25.0,1014.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.610488540009415
202,GASTON,34,9/27/2022,1800,  , LO,37.0,45.9,25.0,1015.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.782749233572368
203,IAN,40,9/22/2022,1800,  , LO,12.3,66.3,30.0,1006.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
204,IAN,40,9/23/2022, 0000,  , LO,12.9,67.2,30.0,1006.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.24916860762773
205,IAN,40,9/23/2022, 0600,  , TD,13.7,68.1,30.0,1006.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.66012885145588
206,IAN,40,9/23/2022,1200,  , TD,14.2,69.3,30.0,1006.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.594955033142625
207,IAN,40,9/23/2022,1800,  , TD,14.6,70.6,30.0,1006.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.214074127838764
208,IAN,40,9/24/2022, 0000,  , TS,14.7,71.7,35.0,1005.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.309393717087369
209,IAN,40,9/24/2022, 0600,  , TS,14.7,72.9,35.0,1005.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.366482157603208
210,IAN,40,9/24/2022,1200,  , TS,14.5,74.4,40.0,1003.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.873626953898874
211,IAN,40,9/24/2022,1800,  , TS,14.4,75.8,40.0,1003.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.654336585837939
212,IAN,40,9/25/2022, 0000,  , TS,14.6,77.2,40.0,1003.0,40.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.77740672212704
213,IAN,40,9/25/2022, 0600,  , TS,14.6,78.3,40.0,1003.0,40.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.258202651880536
214,IAN,40,9/25/2022,1200,  , TS,15.0,79.4,40.0,1003.0,40.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.084555015748327
215,IAN,40,9/25/2022,1800,  , TS,15.8,80.1,40.0,1003.0,40.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.052666018445743
216,IAN,40,9/26/2022, 0000,  , TS,16.8,80.9,50.0,991.0,60.0,60.0,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.51873748619917
217,IAN,40,9/26/2022, 0600,  , HU,17.7,81.7,65.0,985.0,70.0,70.0,30.0,70.0,30.0,30.0,0.0,20.0,15.0,0.0,0.0,0.0,13.59486700381017
218,IAN,40,9/26/2022,1200,  , HU,18.7,82.4,70.0,981.0,90.0,80.0,40.0,90.0,40.0,40.0,0.0,30.0,20.0,0.0,0.0,0.0,13.829292163819035
219,IAN,40,9/26/2022,1800,  , HU,19.7,83.0,80.0,976.0,100.0,90.0,60.0,90.0,50.0,50.0,20.0,30.0,30.0,25.0,0.0,20.0,13.235789867993228
220,IAN,40,9/27/2022, 0000,  , HU,20.8,83.3,85.0,965.0,100.0,90.0,60.0,90.0,50.0,50.0,20.0,30.0,30.0,25.0,0.0,20.0,13.075319909861854
221,IAN,40,9/27/2022, 0600,  , HU,21.8,83.6,100.0,956.0,100.0,100.0,70.0,90.0,50.0,50.0,30.0,40.0,30.0,25.0,20.0,20.0,11.95703563986401
222,IAN,40,9/27/2022,1200,  , HU,22.6,83.6,100.0,963.0,120.0,120.0,100.0,120.0,60.0,60.0,50.0,60.0,30.0,25.0,20.0,20.0,9.212545923726882
223,IAN,40,9/27/2022,1800,  , HU,23.5,83.3,105.0,951.0,120.0,120.0,100.0,120.0,60.0,60.0,50.0,60.0,35.0,35.0,20.0,20.0,10.840659605773864
224,IAN,40,9/28/2022, 0000,  , HU,24.4,83.0,105.0,947.0,120.0,120.0,100.0,120.0,60.0,60.0,50.0,60.0,35.0,35.0,20.0,20.0,10.83433387201663
225,IAN,40,9/28/2022, 0600,  , HU,25.2,82.9,120.0,945.0,120.0,130.0,100.0,150.0,70.0,60.0,60.0,70.0,35.0,35.0,30.0,35.0,9.271664730737912
226,IAN,40,9/28/2022,1200,  , HU,26.0,82.7,140.0,937.0,120.0,140.0,100.0,150.0,70.0,60.0,70.0,80.0,40.0,40.0,30.0,40.0,9.443780623855053
227,IAN,40,9/28/2022,1800,  , HU,26.6,82.4,135.0,938.0,130.0,150.0,100.0,150.0,50.0,60.0,70.0,80.0,30.0,40.0,30.0,45.0,7.571775596993504
228,IAN,40,9/29/2022, 0000,  , HU,27.2,81.7,100.0,960.0,180.0,120.0,120.0,220.0,50.0,60.0,50.0,70.0,30.0,40.0,30.0,45.0,9.970819447257247
229,IAN,40,9/29/2022, 0600,  , HU,27.7,81.1,65.0,985.0,360.0,120.0,150.0,200.0,60.0,50.0,40.0,70.0,30.0,0.0,0.0,30.0,8.41115674470953
230,IAN,40,9/29/2022,1200,  , TS,28.4,80.6,60.0,987.0,360.0,120.0,150.0,200.0,60.0,50.0,40.0,70.0,0.0,0.0,0.0,0.0,9.528928893828457
231,IAN,40,9/29/2022,1800,  , HU,28.9,80.1,65.0,986.0,360.0,140.0,150.0,200.0,60.0,0.0,50.0,100.0,0.0,0.0,0.0,40.0,7.660547028008633
232,IAN,40,9/30/2022, 0000,  , HU,29.6,79.4,70.0,986.0,420.0,150.0,120.0,220.0,60.0,80.0,80.0,120.0,0.0,0.0,40.0,60.0,10.697827452295614
233,IAN,40,9/30/2022, 0600,  , HU,30.3,79.1,75.0,984.0,420.0,130.0,100.0,160.0,80.0,60.0,80.0,120.0,0.0,0.0,40.0,60.0,8.598801515095515
234,IAN,40,9/30/2022,1200,  , HU,31.5,79.0,75.0,980.0,240.0,130.0,120.0,140.0,80.0,60.0,80.0,80.0,40.0,0.0,40.0,60.0,13.854099140609565
235,IAN,40,9/30/2022,1800,  , HU,33.3,79.2,70.0,978.0,190.0,130.0,100.0,60.0,80.0,60.0,80.0,40.0,0.0,30.0,40.0,0.0,20.819227660582076
236,HERMINE,12,9/23/2022, 0600,  , LO,16.6,19.4,30.0,1005.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
237,HERMINE,12,9/23/2022,1200,  , TD,17.4,19.9,30.0,1004.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.732621045824366
238,HERMINE,12,9/23/2022,1800,  , TS,18.1,20.3,35.0,1003.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.177405204097308
239,HERMINE,12,9/24/2022, 0000,  , TS,18.7,20.7,35.0,1003.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.175783335065459
240,HERMINE,12,9/24/2022, 0600,  , TS,19.4,20.9,35.0,1004.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.349767862860116
241,HERMINE,12,9/24/2022,1200,  , TD,20.3,20.9,30.0,1005.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.364114164192744
242,HERMINE,12,9/24/2022,1800,  , TD,21.4,20.7,30.0,1006.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.84879374751346
243,HERMINE,12,9/25/2022, 0000,  , LO,22.4,20.5,30.0,1006.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.712269351804025
244,HERMINE,12,9/25/2022, 0600,  , LO,23.1,20.3,25.0,1007.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.336093712367687
245,HERMINE,12,9/25/2022,1200,  , LO,23.7,20.1,25.0,1007.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.225486967112264
246,HERMINE,12,9/25/2022,1800,  , LO,24.1,19.8,25.0,1008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.58512867427924
247,HERMINE,12,9/26/2022, 0000,  , LO,24.6,19.4,25.0,1008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.124836377764819
248,ELEVEN,12,9/26/2022,1800,  , LO,13.8,35.8,25.0,1009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
249,ELEVEN,12,9/27/2022, 0000,  , LO,13.6,35.4,25.0,1009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.033091210709084
250,ELEVEN,12,9/27/2022, 0600,  , LO,13.6,35.0,25.0,1009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.477117174232267
251,ELEVEN,12,9/27/2022,1200,  , LO,13.8,34.7,25.0,1009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.070619929234076
252,ELEVEN,12,9/27/2022,1800,  , LO,14.1,34.5,25.0,1009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.114745381640619
253,ELEVEN,12,9/28/2022, 0000,  , TD,14.5,34.3,30.0,1008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.118451710994338
254,ELEVEN,12,9/28/2022, 0600,  , TD,15.1,34.2,30.0,1008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9985357424715735
255,ELEVEN,12,9/28/2022,1200,  , TD,15.7,34.3,25.0,1009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.998036660844172
256,ELEVEN,12,9/28/2022,1800,  , TD,16.2,34.7,25.0,1009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.264164396046023
257,ELEVEN,12,9/29/2022, 0000,  , TD,16.7,35.2,25.0,1009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.977887619913375
258,ELEVEN,12,9/29/2022, 0600,  , TD,17.5,36.0,25.0,1009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.7437182998752
259,ELEVEN,12,9/29/2022,1200,  , LO,18.3,36.9,25.0,1009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.495789124681226
260,GERT,67,8/19/2023, 0000,  , LO,14.7,46.6,30.0,1008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
261,GERT,67,8/19/2023, 0600,  , TD,15.4,47.8,30.0,1007.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.590402695326967
262,GERT,67,8/19/2023,1200,  , TD,16.1,48.8,30.0,1006.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.704649461606985
263,GERT,67,8/19/2023,1800,  , TD,16.6,49.9,30.0,1006.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.449717663604979
264,GERT,67,8/20/2023, 0000,  , TD,16.9,51.1,30.0,1006.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.67600593477883
265,GERT,67,8/20/2023, 0600,  , TD,16.8,52.3,30.0,1006.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.27555162946608
266,GERT,67,8/20/2023,1200,  , TS,16.7,53.3,35.0,1005.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.087040916207469
267,GERT,67,8/20/2023,1800,  , TS,16.6,54.2,35.0,1005.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.996119686897984
268,GERT,67,8/21/2023, 0000,  , TS,16.6,55.1,35.0,1005.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.932156233615435
269,GERT,67,8/21/2023, 0600,  , TS,16.6,55.9,35.0,1005.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.828584873611595
270,GERT,67,8/21/2023,1200,  , TD,16.7,56.6,30.0,1006.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.808381658497404
271,GERT,67,8/21/2023,1800,  , TD,16.9,57.2,25.0,1006.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.004007541883169
272,GERT,67,8/22/2023, 0000,  , TD,17.0,57.9,25.0,1006.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.796315918518178
273,GERT,67,8/22/2023, 0600,  , TD,17.1,58.7,25.0,1007.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.882602790556271
274,GERT,67,8/22/2023,1200,  , LO,17.4,59.5,25.0,1008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.45210850463655
275,GERT,67,8/22/2023,1800,  , LO,17.7,60.1,25.0,1008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.438682538671416
276,GERT,67,8/23/2023, 0000,  , LO,18.1,60.2,25.0,1008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.734826137793869
277,GERT,67,8/23/2023, 0600,  , LO,18.3,59.7,25.0,1008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.934893601466025
278,GERT,67,8/23/2023,1200,  , LO,18.5,59.2,25.0,1009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9290778084456734
279,GERT,67,8/23/2023,1800,  , LO,18.3,59.0,25.0,1009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1749589521571107
280,GERT,67,8/24/2023, 0000,  , LO,18.1,58.9,20.0,1010.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5497410334189534
