,Name,Num Entries,Year,Time,Record Identifier,Status of System,Latitude,Longitude,Maximum Sustained Wind,Minimum Pressure,34-knot Wind Radii NE,34-knot Wind Radii SE,34-knot Wind Radii SW,34-knot Wind Radii NW,50-knot Wind Radii NE,50-knot Wind Radii SE,50-knot Wind Radii SW,50-knot Wind Radii NW,64-knot Wind Radii NE,64-knot Wind Radii SE,64-knot Wind Radii SW,64-knot Wind Radii NW
46611,           NINETEEN,9,10/2/2005, 0000,  , TD, 15.0N,  33.8W,30.0,1008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46612,           NINETEEN,9,10/2/2005, 0600,  , TD, 15.7N,  34.3W,25.0,1008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46613,           NINETEEN,9,10/2/2005,1200,  , TD, 16.6N,  35.3W,25.0,1009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46615,               STAN,17,10/1/2005,1200,  , TD, 18.9N,  85.6W,25.0,1007.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46616,               STAN,17,10/1/2005,1800,  , TD, 19.1N,  86.2W,30.0,1005.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46617,               STAN,17,10/2/2005, 0000,  , TD, 19.3N,  86.7W,30.0,1004.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46618,               STAN,17,10/2/2005, 0600,  , TS, 19.5N,  87.2W,40.0,1003.0,60.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46620,               STAN,17,10/2/2005,1200,  , TS, 19.8N,  87.9W,35.0,1003.0,105.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46621,               STAN,17,10/2/2005,1800,  , TS, 20.3N,  88.8W,35.0,1004.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46622,               STAN,17,10/3/2005, 0000,  , TD, 20.5N,  89.8W,30.0,1003.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46623,               STAN,17,10/3/2005, 0600,  , TS, 20.5N,  91.0W,35.0,1003.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46624,               STAN,17,10/3/2005,1200,  , TS, 20.3N,  91.7W,40.0,1000.0,100.0,45.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46625,               STAN,17,10/3/2005,1800,  , TS, 20.1N,  92.2W,50.0,997.0,75.0,45.0,0.0,75.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0
46626,               STAN,17,10/4/2005, 0000,  , TS, 19.8N,  93.2W,55.0,990.0,75.0,45.0,0.0,75.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0
46627,               STAN,17,10/4/2005, 0600,  , HU, 19.2N,  94.1W,65.0,987.0,90.0,75.0,75.0,75.0,45.0,30.0,30.0,30.0,15.0,0.0,15.0,15.0
46628,               STAN,17,10/4/2005,1200, L, HU, 18.6N,  94.9W,70.0,977.0,90.0,75.0,75.0,75.0,45.0,30.0,30.0,30.0,15.0,15.0,15.0,15.0
46629,               STAN,17,10/4/2005,1800,  , TS, 17.9N,  95.6W,45.0,988.0,45.0,45.0,45.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46630,               STAN,17,10/5/2005, 0000,  , TD, 17.2N,  96.4W,30.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46631,               STAN,17,10/5/2005, 0600,  , TD, 16.9N,  97.0W,25.0,1004.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46633,            UNNAMED,7,10/4/2005, 0000,  , LO, 33.8N,  31.8W,30.0,1012.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46634,            UNNAMED,7,10/4/2005, 0600,  , SD, 34.8N,  30.2W,30.0,1009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46635,            UNNAMED,7,10/4/2005,1200,  , SS, 35.9N,  28.5W,35.0,1004.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46636,            UNNAMED,7,10/4/2005,1800,  , SS, 37.1N,  26.7W,45.0,997.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46637,            UNNAMED,7,10/5/2005, 0000,  , SS, 38.8N,  25.0W,45.0,997.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46638,            UNNAMED,7,10/5/2005, 0600,  , EX, 41.0N,  23.3W,40.0,1000.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46639,            UNNAMED,7,10/5/2005,1200,  , EX, 43.6N,  23.0W,40.0,1002.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46641,              TAMMY,9,10/5/2005, 0600,  , TS, 27.3N,  79.7W,35.0,1006.0,140.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46642,              TAMMY,9,10/5/2005,1200,  , TS, 28.3N,  80.2W,40.0,1004.0,180.0,150.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46643,              TAMMY,9,10/5/2005,1800,  , TS, 29.5N,  80.9W,45.0,1001.0,230.0,190.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46645,              TAMMY,9,10/6/2005, 0000,  , TS, 30.5N,  81.6W,45.0,1002.0,230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46646,              TAMMY,9,10/6/2005, 0600,  , TS, 31.3N,  82.8W,35.0,1005.0,230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46647,              TAMMY,9,10/6/2005,1200,  , TD, 31.8N,  84.6W,25.0,1005.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46648,              TAMMY,9,10/6/2005,1800,  , TD, 31.2N,  85.8W,15.0,1006.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46649,              TAMMY,9,10/7/2005, 0000,  , LO, 30.3N,  85.6W,10.0,1005.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46651,         TWENTY-TWO,27,10/8/2005, 0600,  , SD, 26.1N,  57.4W,30.0,1009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46652,         TWENTY-TWO,27,10/8/2005,1200,  , SD, 27.7N,  58.5W,30.0,1008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46653,         TWENTY-TWO,27,10/8/2005,1800,  , SD, 28.8N,  60.1W,30.0,1009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46654,         TWENTY-TWO,27,10/9/2005, 0000,  , SD, 29.3N,  62.0W,25.0,1009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46655,         TWENTY-TWO,27,10/9/2005, 0600,  , SD, 29.3N,  63.3W,25.0,1009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46656,         TWENTY-TWO,27,10/9/2005,1200,  , SD, 29.5N,  64.5W,25.0,1009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46657,         TWENTY-TWO,27,10/9/2005,1800,  , SD, 30.0N,  65.2W,25.0,1009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46658,         TWENTY-TWO,27,10/10/2005, 0000,  , SD, 30.7N,  66.0W,25.0,1009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46659,         TWENTY-TWO,27,10/10/2005, 0600,  , LO, 31.6N,  67.5W,25.0,1009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46660,         TWENTY-TWO,27,10/10/2005,1200,  , LO, 32.5N,  68.9W,30.0,1009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46661,         TWENTY-TWO,27,10/10/2005,1800,  , LO, 33.5N,  70.0W,30.0,1008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46662,         TWENTY-TWO,27,10/11/2005, 0000,  , LO, 34.3N,  71.0W,30.0,1008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46663,         TWENTY-TWO,27,10/11/2005, 0600,  , LO, 35.5N,  71.7W,30.0,1008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46664,         TWENTY-TWO,27,10/11/2005,1200,  , EX, 36.7N,  71.8W,30.0,1008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46665,         TWENTY-TWO,27,10/11/2005,1800,  , EX, 37.8N,  71.7W,30.0,1008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46666,         TWENTY-TWO,27,10/12/2005, 0000,  , EX, 38.5N,  71.9W,30.0,1009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46667,         TWENTY-TWO,27,10/12/2005, 0600,  , EX, 38.8N,  72.4W,30.0,1010.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46668,         TWENTY-TWO,27,10/12/2005,1200,  , EX, 38.9N,  73.0W,35.0,1011.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46669,         TWENTY-TWO,27,10/12/2005,1800,  , EX, 38.7N,  73.5W,40.0,1011.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46670,         TWENTY-TWO,27,10/13/2005, 0000,  , EX, 38.3N,  73.5W,40.0,1010.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46671,         TWENTY-TWO,27,10/13/2005, 0600,  , EX, 37.7N,  73.5W,40.0,1010.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46672,         TWENTY-TWO,27,10/13/2005,1200,  , EX, 37.2N,  73.0W,40.0,1008.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46673,         TWENTY-TWO,27,10/13/2005,1800,  , EX, 37.8N,  73.0W,40.0,1006.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46674,         TWENTY-TWO,27,10/14/2005, 0000,  , EX, 38.0N,  73.4W,40.0,1006.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46675,         TWENTY-TWO,27,10/14/2005, 0600,  , EX, 37.6N,  73.8W,40.0,1005.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46676,         TWENTY-TWO,27,10/14/2005,1200,  , EX, 38.6N,  73.8W,35.0,1005.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46677,         TWENTY-TWO,27,10/14/2005,1800,  , EX, 39.6N,  73.8W,30.0,1005.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46679,              VINCE,15,10/8/2005, 0600,  , SS, 32.9N,  20.6W,40.0,1001.0,60.0,60.0,60.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46680,              VINCE,15,10/8/2005,1200,  , SS, 33.0N,  20.3W,45.0,1000.0,60.0,60.0,50.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46681,              VINCE,15,10/8/2005,1800,  , SS, 33.1N,  20.1W,45.0,1000.0,60.0,60.0,40.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46682,              VINCE,15,10/9/2005, 0000,  , SS, 33.2N,  20.0W,45.0,999.0,60.0,60.0,40.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46683,              VINCE,15,10/9/2005, 0600,  , SS, 33.4N,  19.6W,50.0,998.0,50.0,50.0,50.0,50.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0
46684,              VINCE,15,10/9/2005,1200,  , TS, 33.8N,  19.3W,55.0,995.0,60.0,60.0,60.0,60.0,20.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0
46685,              VINCE,15,10/9/2005,1800,  , HU, 34.1N,  18.9W,65.0,988.0,70.0,70.0,70.0,70.0,30.0,30.0,30.0,30.0,15.0,15.0,15.0,15.0
46686,              VINCE,15,10/10/2005, 0000,  , TS, 34.3N,  18.3W,60.0,990.0,60.0,70.0,60.0,50.0,30.0,30.0,30.0,20.0,0.0,0.0,0.0,0.0
46687,              VINCE,15,10/10/2005, 0600,  , TS, 34.5N,  17.2W,50.0,992.0,50.0,60.0,50.0,20.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0
46688,              VINCE,15,10/10/2005,1200,  , TS, 34.7N,  15.3W,45.0,995.0,50.0,60.0,50.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46689,              VINCE,15,10/10/2005,1800,  , TS, 35.4N,  12.8W,35.0,998.0,50.0,60.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46690,              VINCE,15,10/11/2005, 0000,  , TD, 36.1N,  10.5W,30.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46691,              VINCE,15,10/11/2005, 0600,  , TD, 36.7N,   8.3W,30.0,1002.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46693,              VINCE,15,10/11/2005,1200,  , TD, 37.7N,   6.0W,30.0,1003.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46695,              WILMA,48,10/15/2005,1800,  , TD, 17.6N,  78.5W,25.0,1004.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46696,              WILMA,48,10/16/2005, 0000,  , TD, 17.6N,  78.8W,25.0,1004.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46697,              WILMA,48,10/16/2005, 0600,  , TD, 17.5N,  79.0W,30.0,1003.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46698,              WILMA,48,10/16/2005,1200,  , TD, 17.5N,  79.2W,30.0,1003.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46699,              WILMA,48,10/16/2005,1800,  , TD, 17.5N,  79.4W,30.0,1002.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46700,              WILMA,48,10/17/2005, 0000,  , TD, 17.4N,  79.6W,30.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46701,              WILMA,48,10/17/2005, 0600,  , TS, 16.9N,  79.6W,35.0,1000.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46702,              WILMA,48,10/17/2005,1200,  , TS, 16.3N,  79.7W,40.0,999.0,0.0,60.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46703,              WILMA,48,10/17/2005,1800,  , TS, 16.0N,  79.8W,45.0,997.0,30.0,60.0,60.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46704,              WILMA,48,10/18/2005, 0000,  , TS, 15.8N,  79.9W,55.0,988.0,60.0,60.0,60.0,60.0,20.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0
46705,              WILMA,48,10/18/2005, 0600,  , TS, 15.7N,  79.9W,60.0,982.0,60.0,60.0,50.0,60.0,20.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0
46706,              WILMA,48,10/18/2005,1200,  , HU, 16.2N,  80.3W,65.0,979.0,105.0,75.0,50.0,105.0,30.0,20.0,20.0,30.0,15.0,15.0,0.0,15.0
46707,              WILMA,48,10/18/2005,1800,  , HU, 16.6N,  81.1W,75.0,975.0,120.0,75.0,60.0,120.0,50.0,30.0,30.0,50.0,15.0,15.0,15.0,15.0
46708,              WILMA,48,10/19/2005, 0000,  , HU, 16.6N,  81.8W,130.0,946.0,135.0,90.0,90.0,135.0,60.0,30.0,30.0,60.0,15.0,15.0,15.0,15.0
46709,              WILMA,48,10/19/2005, 0600,  , HU, 17.0N,  82.2W,150.0,892.0,140.0,90.0,90.0,140.0,60.0,30.0,30.0,60.0,30.0,15.0,15.0,30.0
46710,              WILMA,48,10/19/2005,1200,  , HU, 17.3N,  82.8W,160.0,882.0,170.0,125.0,90.0,140.0,70.0,45.0,45.0,70.0,45.0,20.0,20.0,45.0
46711,              WILMA,48,10/19/2005,1800,  , HU, 17.4N,  83.4W,140.0,892.0,200.0,200.0,100.0,150.0,75.0,60.0,60.0,75.0,50.0,40.0,40.0,50.0
46712,              WILMA,48,10/20/2005, 0000,  , HU, 17.9N,  84.0W,135.0,892.0,200.0,200.0,110.0,150.0,75.0,75.0,60.0,75.0,60.0,40.0,40.0,60.0
46713,              WILMA,48,10/20/2005, 0600,  , HU, 18.1N,  84.7W,130.0,901.0,200.0,200.0,110.0,150.0,75.0,75.0,60.0,75.0,60.0,40.0,40.0,60.0
46714,              WILMA,48,10/20/2005,1200,  , HU, 18.3N,  85.2W,130.0,910.0,200.0,150.0,110.0,175.0,110.0,85.0,60.0,110.0,75.0,75.0,45.0,75.0
46715,              WILMA,48,10/20/2005,1800,  , HU, 18.6N,  85.5W,130.0,917.0,175.0,150.0,120.0,175.0,110.0,90.0,75.0,110.0,75.0,75.0,60.0,75.0
46716,              WILMA,48,10/21/2005, 0000,  , HU, 19.1N,  85.8W,130.0,924.0,175.0,150.0,120.0,175.0,110.0,90.0,75.0,110.0,75.0,75.0,60.0,75.0
46717,              WILMA,48,10/21/2005, 0600,  , HU, 19.5N,  86.1W,130.0,930.0,175.0,150.0,120.0,175.0,110.0,90.0,75.0,110.0,75.0,75.0,60.0,75.0
46718,              WILMA,48,10/21/2005,1200,  , HU, 20.1N,  86.4W,125.0,929.0,175.0,175.0,120.0,150.0,100.0,90.0,75.0,100.0,75.0,75.0,60.0,75.0
46719,              WILMA,48,10/21/2005,1800,  , HU, 20.3N,  86.7W,120.0,926.0,175.0,175.0,120.0,150.0,100.0,100.0,75.0,100.0,75.0,75.0,60.0,75.0
46721,              WILMA,48,10/22/2005, 0000,  , HU, 20.6N,  86.8W,120.0,930.0,175.0,175.0,120.0,150.0,100.0,100.0,75.0,100.0,75.0,75.0,60.0,75.0
46723,              WILMA,48,10/22/2005, 0600,  , HU, 20.8N,  87.0W,110.0,935.0,175.0,175.0,120.0,150.0,100.0,100.0,75.0,100.0,75.0,75.0,60.0,75.0
46724,              WILMA,48,10/22/2005,1200,  , HU, 21.0N,  87.1W,100.0,947.0,175.0,175.0,120.0,150.0,100.0,100.0,75.0,100.0,75.0,75.0,60.0,75.0
46725,              WILMA,48,10/22/2005,1800,  , HU, 21.3N,  87.1W,85.0,958.0,175.0,175.0,120.0,150.0,100.0,100.0,75.0,100.0,75.0,75.0,50.0,75.0
46726,              WILMA,48,10/23/2005, 0000,  , HU, 21.6N,  87.0W,85.0,960.0,175.0,175.0,120.0,150.0,100.0,100.0,75.0,90.0,60.0,60.0,50.0,60.0
46727,              WILMA,48,10/23/2005, 0600,  , HU, 21.8N,  86.8W,85.0,962.0,175.0,175.0,125.0,175.0,100.0,100.0,75.0,90.0,60.0,60.0,40.0,40.0
46728,              WILMA,48,10/23/2005,1200,  , HU, 22.4N,  86.1W,85.0,961.0,200.0,200.0,125.0,175.0,100.0,100.0,75.0,90.0,60.0,60.0,40.0,40.0
46729,              WILMA,48,10/23/2005,1800,  , HU, 23.1N,  85.4W,90.0,963.0,200.0,200.0,150.0,150.0,125.0,125.0,90.0,90.0,65.0,75.0,50.0,50.0
46730,              WILMA,48,10/24/2005, 0000,  , HU, 24.0N,  84.3W,95.0,958.0,200.0,200.0,150.0,150.0,125.0,125.0,90.0,90.0,65.0,75.0,50.0,50.0
46731,              WILMA,48,10/24/2005, 0600,  , HU, 25.0N,  83.1W,110.0,953.0,200.0,200.0,175.0,150.0,125.0,125.0,100.0,90.0,75.0,80.0,75.0,50.0
46733,              WILMA,48,10/24/2005,1200,  , HU, 26.2N,  81.0W,95.0,950.0,200.0,225.0,200.0,150.0,125.0,150.0,100.0,90.0,75.0,90.0,75.0,40.0
46734,              WILMA,48,10/24/2005,1800,  , HU, 28.0N,  78.8W,105.0,955.0,200.0,225.0,200.0,150.0,125.0,150.0,100.0,90.0,75.0,90.0,75.0,40.0
46735,              WILMA,48,10/25/2005, 0000,  , HU, 30.1N,  76.0W,110.0,955.0,200.0,225.0,250.0,150.0,125.0,150.0,100.0,90.0,75.0,90.0,75.0,40.0
46736,              WILMA,48,10/25/2005, 0600,  , HU, 33.3N,  72.0W,100.0,963.0,200.0,275.0,375.0,150.0,125.0,150.0,100.0,75.0,75.0,90.0,60.0,40.0
46737,              WILMA,48,10/25/2005,1200,  , HU, 36.8N,  67.9W,90.0,970.0,200.0,300.0,375.0,175.0,125.0,150.0,100.0,75.0,75.0,90.0,60.0,40.0
46738,              WILMA,48,10/25/2005,1800,  , HU, 40.5N,  63.5W,75.0,976.0,200.0,300.0,375.0,175.0,125.0,150.0,100.0,75.0,60.0,75.0,45.0,45.0
46739,              WILMA,48,10/26/2005, 0000,  , EX, 42.5N,  60.0W,60.0,978.0,200.0,300.0,375.0,175.0,125.0,150.0,100.0,75.0,0.0,0.0,0.0,0.0
46740,              WILMA,48,10/26/2005, 0600,  , EX, 44.0N,  57.5W,55.0,982.0,200.0,300.0,375.0,175.0,125.0,150.0,100.0,75.0,0.0,0.0,0.0,0.0
46741,              WILMA,48,10/26/2005,1200,  , EX, 45.0N,  55.0W,50.0,986.0,200.0,300.0,375.0,175.0,125.0,150.0,100.0,75.0,0.0,0.0,0.0,0.0
46742,              WILMA,48,10/26/2005,1800,  , EX, 45.5N,  52.0W,40.0,990.0,200.0,300.0,375.0,175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46744,              ALPHA,11,10/22/2005,1200,  , TD, 15.8N,  67.5W,30.0,1007.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46745,              ALPHA,11,10/22/2005,1800,  , TS, 16.5N,  68.5W,35.0,1005.0,40.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46746,              ALPHA,11,10/23/2005, 0000,  , TS, 17.3N,  69.6W,45.0,1000.0,45.0,20.0,20.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46747,              ALPHA,11,10/23/2005, 0600,  , TS, 17.8N,  70.5W,45.0,998.0,40.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46749,              ALPHA,11,10/23/2005,1200,  , TS, 18.6N,  72.2W,35.0,1002.0,30.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46750,              ALPHA,11,10/23/2005,1800,  , TD, 19.8N,  72.7W,30.0,1004.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46751,              ALPHA,11,10/24/2005, 0000,  , TD, 21.6N,  72.9W,30.0,1004.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46752,              ALPHA,11,10/24/2005, 0600,  , TD, 23.5N,  73.0W,30.0,1004.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46753,              ALPHA,11,10/24/2005,1200,  , TD, 25.1N,  72.4W,30.0,1004.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46754,              ALPHA,11,10/24/2005,1800,  , TD, 27.9N,  70.8W,30.0,1004.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46756,               BETA,18,10/26/2005,1800,  , TD, 10.4N,  80.9W,30.0,1007.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46757,               BETA,18,10/27/2005, 0000,  , TD, 10.7N,  81.1W,30.0,1007.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46758,               BETA,18,10/27/2005, 0600,  , TS, 11.0N,  81.3W,35.0,1005.0,30.0,30.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46759,               BETA,18,10/27/2005,1200,  , TS, 11.3N,  81.3W,45.0,1000.0,35.0,35.0,35.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46760,               BETA,18,10/27/2005,1800,  , TS, 11.6N,  81.3W,50.0,997.0,35.0,35.0,35.0,25.0,15.0,15.0,15.0,10.0,0.0,0.0,0.0,0.0
46761,               BETA,18,10/28/2005, 0000,  , TS, 11.9N,  81.2W,50.0,995.0,35.0,35.0,35.0,25.0,15.0,15.0,15.0,10.0,0.0,0.0,0.0,0.0
46762,               BETA,18,10/28/2005, 0600,  , TS, 12.3N,  81.1W,50.0,994.0,35.0,35.0,35.0,25.0,10.0,15.0,15.0,10.0,0.0,0.0,0.0,0.0
46763,               BETA,18,10/28/2005,1200,  , TS, 12.8N,  81.0W,50.0,993.0,35.0,35.0,35.0,25.0,10.0,15.0,15.0,10.0,0.0,0.0,0.0,0.0
46764,               BETA,18,10/28/2005,1800,  , TS, 13.2N,  81.1W,50.0,991.0,35.0,35.0,35.0,35.0,15.0,15.0,15.0,15.0,0.0,0.0,0.0,0.0
46765,               BETA,18,10/29/2005, 0000,  , TS, 13.4N,  81.2W,60.0,988.0,40.0,40.0,40.0,40.0,20.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0
46766,               BETA,18,10/29/2005, 0600,  , HU, 13.6N,  81.4W,70.0,985.0,45.0,45.0,45.0,45.0,25.0,25.0,25.0,25.0,15.0,15.0,15.0,15.0
46767,               BETA,18,10/29/2005,1200,  , HU, 13.7N,  81.6W,75.0,982.0,50.0,50.0,50.0,50.0,25.0,25.0,25.0,25.0,15.0,15.0,15.0,15.0
46768,               BETA,18,10/29/2005,1800,  , HU, 13.7N,  82.1W,75.0,980.0,50.0,50.0,50.0,50.0,25.0,25.0,25.0,25.0,15.0,15.0,15.0,15.0
